epoch,loss,out_recon_loss,out_seg_dice_hard,out_seg_loss,val_loss,val_out_recon_loss,val_out_seg_dice_hard,val_out_seg_loss
0,0.5267279148101807,0.17694969475269318,0.08784885704517365,0.5090330243110657,0.4047524333000183,0.10523571074008942,0.0850217267870903,0.39422890543937683
1,0.34053072333335876,0.050499629229307175,0.08438028395175934,0.3354808986186981,0.3893062472343445,0.02248540334403515,0.09906664490699768,0.38705772161483765
2,0.34188494086265564,0.014714204706251621,0.07037896662950516,0.34041351079940796,0.3891969919204712,0.013082620687782764,0.09750764071941376,0.3878887891769409
3,0.336785227060318,0.007663146127015352,0.07998520880937576,0.33601903915405273,0.39655905961990356,0.006638514343649149,0.09251245856285095,0.3958953022956848
4,0.3387601375579834,0.005023363512009382,0.0752338171005249,0.33825790882110596,0.38757288455963135,0.00524475472047925,0.08878019452095032,0.3870484530925751
5,0.33760443329811096,0.004316480830311775,0.0781397596001625,0.3371727168560028,0.3966519832611084,0.004906948655843735,0.09753608703613281,0.39616119861602783
6,0.3256438076496124,0.003873107023537159,0.08031400293111801,0.3252565264701843,0.4299527406692505,0.005384943913668394,0.09286132454872131,0.42941421270370483
7,0.3394399583339691,0.004065081477165222,0.07353389263153076,0.3390335142612457,0.3952609896659851,0.004881126806139946,0.1137637346982956,0.3947729468345642
8,0.33636146783828735,0.003925056662410498,0.07382610440254211,0.3359690010547638,0.39574185013771057,0.004762802738696337,0.09001275897026062,0.39526548981666565
9,0.3308347761631012,0.003807714208960533,0.07983443140983582,0.3304540514945984,0.36922895908355713,0.004172015003859997,0.10500883311033249,0.3688117265701294
10,0.33471444249153137,0.0038465780671685934,0.07305289059877396,0.3343298137187958,0.4000959098339081,0.004764835350215435,0.07376447319984436,0.39961928129196167
11,0.3340775966644287,0.003821500577032566,0.08104555308818817,0.33369556069374084,0.36354297399520874,0.004255405627191067,0.10001105070114136,0.3631174564361572
12,0.3379541337490082,0.0038510560989379883,0.07052788883447647,0.33756911754608154,0.39685454964637756,0.0045859902165830135,0.10252070426940918,0.39639604091644287
