epoch,loss,out_recon_loss,out_seg_dice_hard,out_seg_loss,val_loss,val_out_recon_loss,val_out_seg_dice_hard,val_out_seg_loss
0,0.4460739195346832,0.19320546090602875,0.0854627788066864,0.426753431558609,0.4080021381378174,0.13997383415699005,0.10111713409423828,0.3940047323703766
1,0.3432161211967468,0.08225429058074951,0.09425296634435654,0.33499059081077576,0.40127360820770264,0.0358147919178009,0.12814486026763916,0.39769208431243896
2,0.3358016312122345,0.019640786573290825,0.09992826730012894,0.333837628364563,0.38390809297561646,0.015107031911611557,0.12781250476837158,0.3823973536491394
3,0.3352945148944855,0.009385361336171627,0.10247092694044113,0.33435600996017456,0.397756427526474,0.007757707964628935,0.13093751668930054,0.3969807028770447
4,0.3345280885696411,0.005433527287095785,0.10210755467414856,0.33398476243019104,0.3911181688308716,0.005564847961068153,0.13062499463558197,0.39056167006492615
5,0.3338890075683594,0.004404143430292606,0.10201671719551086,0.333448588848114,0.3866780400276184,0.00491264509037137,0.13249999284744263,0.3861866891384125
6,0.33627384901046753,0.004037854261696339,0.09920058399438858,0.33587008714675903,0.38279518485069275,0.004616299644112587,0.1328125,0.38233357667922974
7,0.33416348695755005,0.0038517580833286047,0.10347020626068115,0.33377838134765625,0.3957589268684387,0.0046941847540438175,0.13312500715255737,0.3952895402908325
8,0.3351987302303314,0.003779565216973424,0.10174418240785599,0.33482086658477783,0.3923754096031189,0.004774277098476887,0.12437500059604645,0.3918980360031128
9,0.3334420919418335,0.003700164146721363,0.10165334492921829,0.3330720365047455,0.3949553668498993,0.0044888402335345745,0.13218750059604645,0.394506573677063
10,0.33471736311912537,0.0036544078029692173,0.10256177186965942,0.33435192704200745,0.3862408399581909,0.0044304863549768925,0.13781249523162842,0.3857978582382202
11,0.3344954252243042,0.003631242550909519,0.100199855864048,0.3341323733329773,0.3963957726955414,0.004490491934120655,0.12406250089406967,0.3959466516971588
12,0.334802508354187,0.0036102328449487686,0.10101744532585144,0.33444148302078247,0.3952224850654602,0.004505578428506851,0.12781250476837158,0.39477187395095825
13,0.33251455426216125,0.003560391254723072,0.10401526093482971,0.33215847611427307,0.38577210903167725,0.00428646570071578,0.13343749940395355,0.3853435218334198
14,0.336018830537796,0.003605986712500453,0.10083575546741486,0.3356582820415497,0.38784149289131165,0.004287495743483305,0.13593749701976776,0.3874127268791199
15,0.33482643961906433,0.003576959017664194,0.10119912773370743,0.3344687521457672,0.402464359998703,0.004588414914906025,0.12125000357627869,0.40200546383857727
16,0.3344308137893677,0.0035645365715026855,0.10001816600561142,0.33407437801361084,0.3977571427822113,0.004452821332961321,0.14000000059604645,0.39731186628341675
17,0.33454766869544983,0.00356318149715662,0.10310683399438858,0.3341914415359497,0.38217368721961975,0.004240357782691717,0.13343749940395355,0.38174968957901
18,0.3338158428668976,0.0035450926516205072,0.10119912773370743,0.33346137404441833,0.38684117794036865,0.004242131020873785,0.1303125023841858,0.38641685247421265
19,0.33443498611450195,0.0035494333133101463,0.10446947813034058,0.33408015966415405,0.3911002278327942,0.004336516372859478,0.1315625011920929,0.39066657423973083
20,0.33580273389816284,0.0035668278578668833,0.10092660039663315,0.3354460597038269,0.3915853798389435,0.004386122804135084,0.1262499988079071,0.3911467492580414
21,0.33244335651397705,0.003524236846715212,0.10383357852697372,0.33209094405174255,0.38769230246543884,0.004283552058041096,0.1287499964237213,0.3872639536857605
22,0.3362417221069336,0.0035741650499403477,0.09910973906517029,0.33588430285453796,0.39683082699775696,0.004455339163541794,0.13343749940395355,0.3963852822780609
23,0.33659628033638,0.003584790974855423,0.1015625,0.33623772859573364,0.38364318013191223,0.00422775698825717,0.13500000536441803,0.38322049379348755
24,0.33405277132987976,0.0035474656615406275,0.10238008946180344,0.3336980938911438,0.39626312255859375,0.004447219427675009,0.12312500178813934,0.39581841230392456
25,0.3340049982070923,0.0035429662093520164,0.10183502733707428,0.333650678396225,0.38519179821014404,0.004284379538148642,0.1353124976158142,0.3847634196281433
26,0.3324524760246277,0.003515574848279357,0.10347020626068115,0.33210089802742004,0.3944389224052429,0.004407254047691822,0.13781249523162842,0.3939981758594513
27,0.3336265981197357,0.0035449229180812836,0.10065407305955887,0.3332720994949341,0.39124512672424316,0.0043153357692062855,0.1262499988079071,0.39081352949142456
28,0.3344358801841736,0.0035479473881423473,0.10074491053819656,0.33408111333847046,0.3927114009857178,0.004403964150696993,0.12781250476837158,0.39227095246315
29,0.3347301781177521,0.0035508149303495884,0.10274346172809601,0.33437517285346985,0.3900804817676544,0.004359466955065727,0.12843750417232513,0.3896445333957672
30,0.33625102043151855,0.0035833772271871567,0.10010901093482971,0.3358926475048065,0.3915950357913971,0.004347107373178005,0.13375000655651093,0.3911602795124054
31,0.33290353417396545,0.0035286759957671165,0.10428778827190399,0.332550585269928,0.3941000998020172,0.004414502996951342,0.1303125023841858,0.39365866780281067
32,0.3357373774051666,0.003574427217245102,0.10001816600561142,0.33537983894348145,0.3866865634918213,0.004274934995919466,0.13249999284744263,0.3862591087818146
33,0.3336803615093231,0.0035279549192637205,0.10210755467414856,0.3333274722099304,0.39379796385765076,0.0043633622117340565,0.13093750178813934,0.3933616280555725
34,0.33666566014289856,0.003585685510188341,0.10183502733707428,0.3363070487976074,0.392781138420105,0.0043851775117218494,0.1328125,0.3923426568508148
35,0.33202704787254333,0.003517874050885439,0.102925144135952,0.33167511224746704,0.3883724510669708,0.0043199630454182625,0.12781250476837158,0.38794052600860596
36,0.3337276577949524,0.0035392192658036947,0.10110828280448914,0.3333738148212433,0.3946617841720581,0.00438693817704916,0.1303125023841858,0.3942229747772217
37,0.3383224606513977,0.0036143993493169546,0.09983648359775543,0.3379611074924469,0.38781988620758057,0.004288704600185156,0.1340624988079071,0.38739100098609924
38,0.33128196001052856,0.0035004408564418554,0.10138081759214401,0.3309319019317627,0.39761948585510254,0.00442480156198144,0.12593750655651093,0.3971770405769348
39,0.3343932628631592,0.003547708038240671,0.10083575546741486,0.33403852581977844,0.38390931487083435,0.004280704539269209,0.13625000417232513,0.38348129391670227
40,0.33449745178222656,0.0035634601954370737,0.104106105864048,0.33414116501808167,0.3912729322910309,0.0043796999379992485,0.13124999403953552,0.3908349573612213
41,0.3354473114013672,0.0035470572765916586,0.10238008946180344,0.33509260416030884,0.3999907970428467,0.00445684976875782,0.11874999850988388,0.39954501390457153
